id	location_0_coordinate	location_1_coordinate	city	state
1	40.89870071411133	-77.4561996459961	AARONSBURG	PA
2	31.55940055847168	-85.2229995727539	ABBEVILLE	AL
3	31.976999282836914	-83.37249755859375	ABBEVILLE	GA
4	29.97260093688965	-92.12670135498047	ABBEVILLE	LA
5	34.471900939941406	-89.44750213623047	ABBEVILLE	MS
6	34.2156982421875	-82.44629669189453	ABBEVILLE	SC
7	45.18410110473633	-69.2333984375	ABBOT	ME
8	44.960201263427734	-90.3749008178711	ABBOTSFORD	WI
9	31.88450050354004	-97.07720184326172	ABBOTT	TX
10	39.89690017700195	-76.99469757080078	ABBOTTSTOWN	PA
11	38.01369857788086	-98.16950225830078	ABBYVILLE	KS
12	38.24720001220703	-76.74810028076172	ABELL	MD
13	46.447898864746094	-96.72779846191406	ABERCROMBIE	ND
14	43.00490188598633	-112.83999633789062	ABERDEEN	ID
15	37.279598236083984	-86.67019653320312	ABERDEEN	KY
16	39.499900817871094	-76.231201171875	ABERDEEN	MD
17	33.847599029541016	-88.51470184326172	ABERDEEN	MS
18	35.203800201416016	-79.5177993774414	ABERDEEN	NC
19	38.69350051879883	-83.74079895019531	ABERDEEN	OH
20	45.45920181274414	-98.46880340576172	ABERDEEN	SD
21	47.00270080566406	-123.6709976196289	ABERDEEN	WA
22	39.47710037231445	-76.12079620361328	ABERDEEN PROVING GROUND	MD
23	33.31100082397461	-87.1897964477539	ABERNANT	AL
24	33.94940185546875	-101.81800079345703	ABERNATHY	TX
25	41.332000732421875	-96.94940185546875	ABIE	NE
26	38.91109848022461	-97.19529724121094	ABILENE	KS
27	32.45090103149414	-99.76390075683594	ABILENE	TX
28	40.928001403808594	-90.30400085449219	ABINGDON	IL
29	39.472599029541016	-76.27729797363281	ABINGDON	MD
30	36.71160125732422	-81.9719009399414	ABINGDON	VA
31	41.8473014831543	-72.02529907226562	ABINGTON	CT
32	42.11750030517578	-70.95989990234375	ABINGTON	MA
33	40.12379837036133	-75.11479949951172	ABINGTON	PA
34	36.21989822387695	-106.26300048828125	ABIQUIU	NM
35	30.477500915527344	-89.9552993774414	ABITA SPRINGS	LA
36	44.792301177978516	-88.04409790039062	ABRAMS	WI
37	46.85969924926758	-97.214599609375	ABSARAKA	ND
38	45.51559829711914	-109.45500183105469	ABSAROKEE	MT
39	39.42530059814453	-74.49829864501953	ABSECON	NJ
40	38.198699951171875	-121.2300033569336	ACAMPO	CA
41	39.58940124511719	-79.23100280761719	ACCIDENT	MD
42	38.666099548339844	-76.99839782714844	ACCOKEEK	MD
43	37.71289825439453	-75.66110229492188	ACCOMAC	VA
44	41.97050094604492	-70.70140075683594	ACCORD	MA
45	41.949100494384766	-74.13069915771484	ACCORD	NY
46	37.83319854736328	-81.90239715576172	ACCOVILLE	WV
47	30.52090072631836	-94.82209777832031	ACE	TX
48	33.924400329589844	-96.26439666748047	ACHILLE	OK
49	37.28820037841797	-76.4260025024414	ACHILLES	VA
50	32.52730178833008	-101.71600341796875	ACKERLY	TX
51	33.27830123901367	-89.19129943847656	ACKERMAN	MS
52	40.69340133666992	-75.47119903564453	ACKERMANVILLE	PA
53	42.40879821777344	-93.09249877929688	ACKLEY	IA
54	41.384300231933594	-93.42430114746094	ACKWORTH	IA
55	31.308399200439453	-91.82319641113281	ACME	LA
56	44.789398193359375	-85.4884033203125	ACME	MI
57	40.12009811401367	-79.40509796142578	ACME	PA
58	48.6885986328125	-122.18699645996094	ACME	WA
59	40.112998962402344	-79.07019805908203	ACOSTA	PA
60	42.316001892089844	-74.06549835205078	ACRA	NY
61	33.786598205566406	-118.29900360107422	ACTON	CA
62	42.4463996887207	-71.45939636230469	ACTON	MA
63	43.52080154418945	-70.80460357666016	ACTON	ME
64	45.929100036621094	-108.68900299072266	ACTON	MT
65	41.71189880371094	-70.9083023071289	ACUSHNET	MA
66	34.06010055541992	-84.66510009765625	ACWORTH	GA
67	43.19599914550781	-72.30010223388672	ACWORTH	NH
68	42.9547004699707	-85.48789978027344	ADA	MI
69	47.32529830932617	-96.59729766845703	ADA	MN
70	40.67599868774414	-83.70059967041016	ADA	OH
71	34.77560043334961	-96.66529846191406	ADA	OK
72	39.91210174560547	-79.89640045166016	ADAH	PA
73	41.4390983581543	-94.63379669189453	ADAIR	IA
74	40.387298583984375	-90.50659942626953	ADAIR	IL
75	36.437400817871094	-95.2697982788086	ADAIR	OK
76	34.29629898071289	-84.9092025756836	ADAIRSVILLE	GA
77	36.77289962768555	-86.86039733886719	ADAIRVILLE	KY
78	54.24020004272461	-176.78700256347656	ADAK	AK
79	44.17490005493164	-72.502197265625	ADAMANT	VT
80	38.074100494384766	-82.74469757080078	ADAMS	KY
81	42.38560104370117	-73.17220306396484	ADAMS	MA
82	43.56520080566406	-92.743896484375	ADAMS	MN
83	48.38349914550781	-97.99800109863281	ADAMS	ND
84	40.45600128173828	-96.51349639892578	ADAMS	NE
85	43.960201263427734	-75.90560150146484	ADAMS	NY
86	36.755001068115234	-101.0780029296875	ADAMS	OK
87	45.72480010986328	-118.49099731445312	ADAMS	OR
88	36.556800842285156	-87.01809692382812	ADAMS	TN
89	43.8921012878418	-89.82749938964844	ADAMS	WI
90	43.1953010559082	-77.85590362548828	ADAMS BASIN	NY
91	43.83190155029297	-76.0072021484375	ADAMS CENTER	NY
92	32.77899932861328	-80.32879638671875	ADAMS RUN	SC
93	40.30379867553711	-79.6530990600586	ADAMSBURG	PA
94	39.29100036621094	-77.4552001953125	ADAMSTOWN	MD
95	40.2422981262207	-76.05770111083984	ADAMSTOWN	PA
96	33.57809829711914	-86.98719787597656	ADAMSVILLE	AL
97	40.09080123901367	-81.8552017211914	ADAMSVILLE	OH
98	41.629398345947266	-80.21399688720703	ADAMSVILLE	PA
99	41.53010177612305	-71.28410339355469	ADAMSVILLE	RI
100	35.27109909057617	-88.44750213623047	ADAMSVILLE	TN
101	38.381500244140625	-89.57949829101562	ADDIEVILLE	IL
102	34.069698333740234	-97.83799743652344	ADDINGTON	OK
103	30.363000869750977	-91.26309967041016	ADDIS	LA
104	34.22990036010742	-87.3584976196289	ADDISON	AL
105	41.88759994506836	-88.02249908447266	ADDISON	IL
106	45.00299835205078	-67.49549865722656	ADDISON	ME
107	41.98529815673828	-84.31449890136719	ADDISON	MI
108	42.20640182495117	-77.30619812011719	ADDISON	NY
